Package,File Name,Application Name,Generic Name
juce-tools,Projucer.desktop,Projucer,JUCE project management tool
juffed,juffed.desktop,JuffEd text editor,Advanced text editor
jugglinglab,jugglinglab.desktop,JugglingLab,
juk,org.kde.juk.desktop,JuK,Music Player
julia,julia.desktop,Julia,
jumpnbump,jumpnbump-menu.desktop,Jump 'n Bump Menu,Launcher for Jump 'n Bump
jumpnbump,jumpnbump.desktop,Jump 'n Bump,Arcade game with bunnies
jupp,org.mirbsd.Jupp.jupp.desktop,"jupp, the Editor which sucks less",Text Editor
jupyter-qtconsole,jupyter-qtconsole.desktop,Jupyter Qt console,Jupyter shell
jverein,jverein.desktop,JVerein,
jxplorer,jxplorer.desktop,JXplorer,LDAP Browser
k3b,org.kde.k3b.desktop,K3b,Disk Burning
k4dirstat,k4dirstat.desktop,K4DirStat,Directory Statistics
kaddressbook,kaddressbook-importer.desktop,KAddressbook import file,
kaddressbook,kaddressbook-view.desktop,KAddressBook View,
kaddressbook,org.kde.kaddressbook.desktop,KAddressBook,Contact Manager
kaffeine,org.kde.kaffeine.desktop,Kaffeine,Media Player
kaidan,kaidan.desktop,Kaidan,Jabber IM Client
kajongg,org.kde.kajongg.desktop,Kajongg,Mahjong tile game from China
kalarm,org.kde.kalarm.desktop,KAlarm,Personal Alarm Scheduler
kalgebra,org.kde.kalgebra.desktop,KAlgebra,Graph Calculator
kalgebramobile,org.kde.kalgebramobile.desktop,KAlgebra Mobile,Pocket Graph Calculator
kalzium,org.kde.kalzium.desktop,Kalzium,Periodic Table of Elements
kalzium,org.kde.kalzium_cml.desktop,Kalzium,
kamoso,org.kde.kamoso.desktop,Kamoso,Camera
kanadic,kanadic-fullkatahira.desktop,Hira Drill,
kanadic,kanadic-hira.desktop,Hira+ Drill,
kanadic,kanadic-hiraplus.desktop,Kata+ Drill,
kanadic,kanadic-kata.desktop,Full Kana+ Drill,
kanadic,kanadic-kataplus.desktop,Kata Drill,
kanagram,org.kde.kanagram.desktop,Kanagram,Letter Order Game
kanatest,kanatest.desktop,Kana test,kanatest
kanyremote,kanyremote.desktop,kanyremote,Wi-Fi or Bluetooth Remote Control for KDE
kapman,org.kde.kapman.desktop,Kapman,Pac-Man Clone
kapptemplate,org.kde.kapptemplate.desktop,KAppTemplate,App Code Template Generator
karbon,org.kde.karbon.desktop,Karbon,Scalable Graphics
kasumi,kasumi.desktop,Anthy Dictionary editor,Management tool for anthy private dictionary
kate,org.kde.kate.desktop,Kate,Advanced Text Editor
katomic,org.kde.katomic.desktop,KAtomic,Sokoban-like Logic Game
kazam,kazam.desktop,Kazam,Screencast and Screenshot tool
kbackup,org.kde.kbackup.desktop,KBackup,Backup Program
kball,kball.desktop,KBall,kball
kbibtex,org.kde.kbibtex.desktop,KBibTeX,BibTeX Editor
kblackbox,org.kde.kblackbox.desktop,KBlackBox,Blackbox Logic Game
kblocks,org.kde.kblocks.desktop,KBlocks,Falling Blocks Game
kbounce,org.kde.kbounce.desktop,KBounce,Ball Bouncing Game
kbreakout,org.kde.kbreakout.desktop,KBreakOut,Breakout-like Game
kbruch,org.kde.kbruch.desktop,KBruch,Exercise Fractions
kcachegrind,org.kde.kcachegrind.desktop,KCachegrind,Profiler Frontend
kcalc,org.kde.kcalc.desktop,KCalc,Scientific Calculator
kcemu,kcemu.desktop,KCemu,Emulator for KC85 and compatible computer
kcharselect,org.kde.kcharselect.desktop,KCharSelect,Character Selector
kcheckers,kcheckers.desktop,Kcheckers,
kchmviewer,kchmviewer.desktop,KchmViewer,CHM file viewer
kcollectd,kcollectd.desktop,KDE collectd database viewer,Collectd database viewer
kcolorchooser,org.kde.kcolorchooser.desktop,KColorChooser,Color Chooser
kde-cli-tools,org.kde.keditfiletype.desktop,keditfiletype,File Type Editor
kde-config-fcitx,kbd-layout-viewer.desktop,Keyboard layout viewer,
kde-config-tablet,kde_wacom_tabletfinder.desktop,Wacom Tablet finder,Helper tool to detect Wacom Tablets
kde-spectacle,org.kde.spectacle.desktop,Spectacle,Screenshot Capture Utility
kde-telepathy-contact-list,org.kde.ktpcontactlist.desktop,IM Contacts,Instant Messenger Contacts
kde-telepathy-text-ui,org.kde.ktplogviewer.desktop,KDE IM Log Viewer,KDE Instant Messenger Log Viewer
kdebugsettings,org.kde.kdebugsettings.desktop,KDebugSettings,Debug settings
kdeconnect,org.kde.kdeconnect.app.desktop,KDE Connect,Device Synchronization
kdeconnect,org.kde.kdeconnect.daemon.desktop,KDE Connect,
kdeconnect,org.kde.kdeconnect.handler.desktop,KDE Connect URL Handler,
kdeconnect,org.kde.kdeconnect.nonplasma.desktop,KDE Connect Indicator,
kdeconnect,org.kde.kdeconnect.settings.desktop,KDE Connect Settings,Connect and sync your devices
kdeconnect,org.kde.kdeconnect.sms.desktop,KDE Connect SMS,SMS
kdeconnect,org.kde.kdeconnect_open.desktop,Open on connected device via KDE Connect,Open on connected device via KDE Connect
kded5,org.kde.kded5.desktop,KDED,
kdenlive,org.kde.kdenlive.desktop,Kdenlive,Video Editor
kdepim-themeeditors,org.kde.contactprintthemeeditor.desktop,Contact Print Theme Editor,Contact Print Theme Editor
kdepim-themeeditors,org.kde.contactthemeeditor.desktop,Contact Theme Editor,Contact Theme Editor
kdepim-themeeditors,org.kde.headerthemeeditor.desktop,KMail Header Theme Editor,Mail Header Theme Editor
kdesvn,org.kde.kdesvn.desktop,kdesvn,Subversion Revision Control
kdevelop,org.kde.kdevelop.desktop,KDevelop,Integrated Development Environment
kdevelop,org.kde.kdevelop_bzr.desktop,KDevelop (Fetch Bazaar Project),Integrated Development Environment
kdevelop,org.kde.kdevelop_git.desktop,KDevelop (Fetch git Project),Integrated Development Environment
kdevelop,org.kde.kdevelop_kdev4.desktop,KDevelop,Integrated Development Environment
kdevelop,org.kde.kdevelop_ps.desktop,KDevelop (Pick Session),Integrated Development Environment (Pick Session to start with)
kdevelop,org.kde.kdevelop_svn.desktop,KDevelop (Fetch Subversion Project),Integrated Development Environment
kdf,org.kde.kdf.desktop,KDiskFree,View Disk Usage
kdf,org.kde.kwikdisk.desktop,KwikDisk,Removable Media Utility
kdiamond,org.kde.kdiamond.desktop,KDiamond,Three-in-a-row game
kdiff3,org.kde.kdiff3.desktop,KDiff3,Diff/Patch Frontend
kdocker,kdocker.desktop,KDocker,Docking utility
kdrill,kdrill.desktop,KDrill,
keditbookmarks,org.kde.keditbookmarks.desktop,Bookmark Editor,
keepass2,keepass2.desktop,KeePass2,Password manager
keepassx,keepassx.desktop,KeePassX,Password Manager
keepassxc,org.keepassxc.KeePassXC.desktop,KeePassXC,Password Manager
kernelshark,kernelshark.desktop,Kernel Shark,Kernel Shark
ketm,ketm.desktop,KETM,ketm
keurocalc,org.kde.keurocalc.desktop,KEuroCalc,Currency converter and calculator
kexi,org.kde.kexi-3.2.desktop,Kexi,Visual database apps builder
keyman,km-config.desktop,Keyman Keyboards,
kfind,org.kde.kfind.desktop,KFind,Find Files/Folders
kfloppy,org.kde.kfloppy.desktop,KFloppy,Floppy Formatter
kfourinline,org.kde.kfourinline.desktop,KFourInLine,Four-in-a-row Board Game
kgeography,org.kde.kgeography.desktop,KGeography,Geography Trainer
kget,org.kde.kget.desktop,KGet,Download Manager
kgoldrunner,org.kde.kgoldrunner.desktop,KGoldrunner,"Hunt Gold, Dodge Enemies and Solve Puzzles"
kgpg,org.kde.kgpg.desktop,KGpg,Encryption Tool
kgx,org.gnome.zbrown.KingsCross.desktop,King’s Cross,
khangman,org.kde.khangman.desktop,KHangMan,Hangman Game
khelpcenter,org.kde.Help.desktop,Help,Help Center
kicad,bitmap2component.desktop,Bitmap to Component Converter,Bitmap to Component Converter
kicad,eeschema.desktop,Eeschema (Standalone),Electronic schematic capture
kicad,gerbview.desktop,GerbView,Gerber File Viewer
kicad,kicad.desktop,KiCad,EDA Suite
kicad,pcbcalculator.desktop,PCB Calculator,PCB Calculator
kicad,pcbnew.desktop,Pcbnew (Standalone),PCB layout
kid3,org.kde.kid3.desktop,Kid3,Audio Tagger
kid3-qt,org.kde.kid3-qt.desktop,Kid3-qt,Audio Tagger
kig,org.kde.kig.desktop,Kig,Interactive Geometry
kigo,org.kde.kigo.desktop,Kigo,Go Board Game
kildclient,kildclient.desktop,KildClient,MUD Client
kile,org.kde.kile.desktop,Kile,LaTeX Frontend
killbots,org.kde.killbots.desktop,Killbots,Strategy Game with Robots
kimagemapeditor,org.kde.kimagemapeditor.desktop,KImageMapEditor,HTML Image Map Editor
kinfocenter,org.kde.kinfocenter.desktop,Info Center,Info Center
king,king.desktop,Interactive Viewer for 3D Vector Graphics,Kinemage display tool
kio,ktelnetservice5.desktop,KTelnetService,
kipi-plugins,kipiplugins.desktop,KIPI Plugins,
kirigami-gallery,org.kde.kirigami2.gallery.desktop,Kirigami Gallery,
kiriki,org.kde.kiriki.desktop,Kiriki,Yahtzee-like Dice Game
kiten,org.kde.kiten.desktop,Kiten,Japanese Reference/Study Tool
kiten,org.kde.kitenkanjibrowser.desktop,Kanji Browser,
kiten,org.kde.kitenradselect.desktop,Radical Selector,
kitty,kitty.desktop,kitty,Terminal emulator
kiwix,org.kiwix.desktop.desktop,Kiwix,
kjots,org.kde.kjots.desktop,KJots,Note Taker
kjumpingcube,org.kde.kjumpingcube.desktop,KJumpingCube,Territory Capture Game
klatexformula,klatexformula.desktop,KLatexFormula,LaTeX Formula Editor
klavaro,klavaro.desktop,Klavaro,Yet another touch typing tutor
klayout,klayout.desktop,"Klayout, viewer and editor of mask layouts.",layout viewer
kleopatra,kleopatra_import.desktop,Kleopatra,
kleopatra,org.kde.kleopatra.desktop,Kleopatra,Certificate Manager and Unified Crypto GUI
klettres,org.kde.klettres.desktop,KLettres,Learn The Alphabet
klickety,org.kde.klickety.desktop,Klickety,Board Game
klickety,org.kde.ksame.desktop,SameGame,Board Game
klines,org.kde.klines.desktop,Kolor Lines,Tactical Game
klog,klog.desktop,KLog,Amateur radio logging program
kluppe,kluppe.desktop,Kluppe,
klystrack,klystrack.desktop,Klystrack,
kmag,org.kde.kmag.desktop,KMag,Screen Magnifier
kmahjongg,org.kde.kmahjongg.desktop,KMahjongg,Mahjongg Solitaire
kmail,kmail_view.desktop,KMail view,
kmail,org.kde.kmail-refresh-settings.desktop,KMail Refresh Settings,KMail refresh settings
kmail,org.kde.kmail2.desktop,KMail,Mail Client
kmail,org.kde.ktnef.desktop,KTnef,TNEF File Viewer (proprietary format used by outlook)
kmenuedit,org.kde.kmenuedit.desktop,Menu Editor,
kmetronome,kmetronome.desktop,Drumstick Metronome,MIDI Metronome
kmines,org.kde.kmines.desktop,KMines,Minesweeper-like Game
kmix,org.kde.kmix.desktop,KMix,Sound Mixer
kmousetool,org.kde.kmousetool.desktop,KMouseTool,Automatic Mouse Click
kmouth,org.kde.kmouth.desktop,KMouth,Speech Synthesizer Frontend
kmplayer,kmplayer.desktop,KMPlayer,Media Player
kmplot,org.kde.kmplot.desktop,KmPlot,Mathematical Function Plotter
kmymoney,org.kde.kmymoney.desktop,KMyMoney,Personal Finance Manager
knavalbattle,org.kde.knavalbattle.desktop,Naval Battle,Ship Sinking Game
knetwalk,org.kde.knetwalk.desktop,KNetWalk,Network Construction Game
knights,org.kde.knights.desktop,Knights,Chess game
knotes,org.kde.knotes.desktop,KNotes,Popup Notes
knowthelist,knowthelist.desktop,Knowthelist,Party Music Player
kobodeluxe,kobodeluxe.desktop,Kobo Deluxe,
kodi,kodi.desktop,Kodi,Media Center
kolf,org.kde.kolf.desktop,Kolf,Miniature Golf
kollision,org.kde.kollision.desktop,Kollision,A simple ball dodging game
kolourpaint,org.kde.kolourpaint.desktop,KolourPaint,Paint Program
kompare,org.kde.kompare.desktop,Kompare,Diff/Patch Frontend
kongress,org.kde.kongress.desktop,Kongress,
konqueror,kfmclient.desktop,Konqueror,
konqueror,kfmclient_dir.desktop,Konqueror,
konqueror,kfmclient_html.desktop,Konqueror,
konqueror,kfmclient_war.desktop,Konqueror,
konqueror,konqbrowser.desktop,Konqueror,Web Browser
konquest,org.kde.konquest.desktop,Konquest,Galactic Strategy Game
konsole,org.kde.konsole.desktop,Konsole,Terminal
konsolekalendar,konsolekalendar.desktop,KonsoleKalendar,
kontact,org.kde.kontact.desktop,Kontact,Personal Information Manager
kontrast,org.kde.kontrast.desktop,Kontrast,
konversation,org.kde.konversation.desktop,Konversation,IRC Client
kookbook,kookbook.desktop,Kookbook,Recipe manager
kookbook,kookbooktouch.desktop,Kookbook,Touch Friendly Recipe manager
korganizer,korganizer-import.desktop,KOrganizer,Personal Organizer
korganizer,korganizer-view.desktop,KOrganizer View,
korganizer,org.kde.korganizer.desktop,KOrganizer,Personal Organizer
koules,koules.desktop,koules,Arcade Game
kpat,org.kde.kpat.desktop,KPatience,Patience Card Game
kphotoalbum,org.kde.kphotoalbum-import.desktop,KPhotoAlbum,Photo Album
kphotoalbum,org.kde.kphotoalbum.desktop,KPhotoAlbum,Photo Album
kphotoalbum,org.kde.kphotoalbum.open-raw.desktop,Open in RAW editor,
kraft,de.volle_kraft_voraus.kraft.desktop,Kraft,
krank,krank.desktop,Krank,
kraptor,kraptor.desktop,Kraptor,
krb5-auth-dialog,krb5-auth-dialog.desktop,Kerberos Authentication,
krdc,org.kde.krdc.desktop,KRDC,Remote Desktop Client
krename,org.kde.krename.desktop,KRename,
kreversi,org.kde.kreversi.desktop,KReversi,Reversi Board Game
krfb,org.kde.krfb.desktop,Krfb,Desktop Sharing (VNC)
krita,krita_brush.desktop,Krita,
krita,krita_csv.desktop,Krita,
krita,krita_exr.desktop,Krita,Application for Drawing and Handling of Images
krita,krita_gif.desktop,Krita,
krita,krita_heif.desktop,Krita,Application for Drawing and Handling of Images
krita,krita_heightmap.desktop,Krita,
krita,krita_jp2.desktop,Krita,Application for Drawing and Handling of Images
krita,krita_jpeg.desktop,Krita,
krita,krita_kra.desktop,Krita,
krita,krita_ora.desktop,Krita,
krita,krita_pdf.desktop,Krita,
krita,krita_png.desktop,Krita,
krita,krita_psd.desktop,Krita,
krita,krita_qimageio.desktop,Krita,
krita,krita_raw.desktop,Krita,
krita,krita_spriter.desktop,Krita,
krita,krita_svg.desktop,Krita,
krita,krita_tga.desktop,Krita,
krita,krita_tiff.desktop,Krita,
krita,krita_xcf.desktop,Krita,
krita,org.kde.krita.desktop,Krita,Digital Painting
kronometer,org.kde.kronometer.desktop,Kronometer,Chronometer
krop,krop.desktop,krop,Crop PDF files
kruler,org.kde.kruler.desktop,KRuler,Screen Ruler
krusader,org.kde.krusader.desktop,Krusader,File Manager
ksh,ksh.desktop,AT&T Korn Shell,Korn Shell
kshisen,org.kde.kshisen.desktop,Shisen-Sho,Shisen-Sho Mahjongg-like Tile Game
kshutdown,kshutdown.desktop,KShutdown,System Shut Down Utility
ksirk,org.kde.ksirk.desktop,KsirK,World Domination Strategy Game
ksirk,org.kde.ksirkskineditor.desktop,KsirK Skin Editor,Skin Editor for the World Domination Strategy Game
ksnakeduel,org.kde.ksnakeduel.desktop,KSnakeDuel,A race in hyperspace
ksnip,org.ksnip.ksnip.desktop,ksnip,ksnip Screenshot Tool
kspaceduel,org.kde.kspaceduel.desktop,KSpaceDuel,Space Arcade Game
ksquares,org.kde.ksquares.desktop,KSquares,Connect the dots to create squares
kst,kst2.desktop,Kst2,Data Viewer
kstars,org.kde.kstars.desktop,KStars,Desktop Planetarium
ksudoku,org.kde.ksudoku.desktop,KSudoku,Sudoku Game
ksysguard,org.kde.ksysguard.desktop,KSysGuard,System Monitor
ksystemlog,org.kde.ksystemlog.desktop,KSystemLog,System Log Viewer
kteatime,org.kde.kteatime.desktop,KTeaTime,Tea Cooker
ktechlab,org.kde.ktechlab.desktop,KTechlab,
ktikz,ktikz.desktop,KtikZ,TikZ editor
ktimer,org.kde.ktimer.desktop,KTimer,Countdown Launcher
ktimetracker,org.kde.ktimetracker.desktop,KTimeTracker,Personal Time Tracker
ktorrent,org.kde.ktorrent.desktop,KTorrent,BitTorrent Client
ktouch,org.kde.ktouch.desktop,KTouch,Touch Typing Tutor
ktuberling,org.kde.ktuberling.desktop,Potato Guy,Picture Game for Children
kturtle,org.kde.kturtle.desktop,KTurtle,Educational Programming Environment
kubrick,org.kde.kubrick.desktop,Kubrick,3-D Game based on Rubik's Cube
kuiviewer,org.kde.kuiviewer.desktop,KUIViewer,Qt Designer UI File Viewer
kupfer,kupfer-exec.desktop,Execute in Kupfer,
kupfer,kupfer.desktop,Kupfer,Application Launcher
kuserfeedback-bin,UserFeedbackConsole.desktop,UserFeedback Console,UserFeedback Management Console
kvirc,kvirc.desktop,KVIrc,IRC Client
kwalletmanager,kwalletmanager5-kwalletd.desktop,KDE Wallet Management Tool,
kwalletmanager,org.kde.kwalletmanager5.desktop,KWalletManager,KDE Wallet Management Tool
kwartz-client,kwartz-client-conf.desktop,Configuration for Kwartz,
kwartz-client,kwartz-cloud.desktop,Kwartz-Cloud,
kwave,org.kde.kwave.desktop,Kwave Sound Editor,Sound Editor
kwordquiz,org.kde.kwordquiz.desktop,KWordQuiz,Flash Card Trainer
kwrite,org.kde.kwrite.desktop,KWrite,Text Editor
kxstitch,org.kde.kxstitch.desktop,KXStitch,Cross Stitch Editor
kylin-burner,burner-nautilus.desktop,CD/DVD Creator,
kylin-burner,burner.desktop,Burner,Disc Burner and Copier
kylin-scanner,kylin-scanner.desktop,Kylin Scanner,kylin-scanner
kylin-video,kylin-video.desktop,Kylin Video,Kylin Video
labelme,labelme.desktop,Labelme,
labplot,org.kde.labplot2.desktop,LabPlot2,Plotting and Data Analysis Software
laby,laby.desktop,Laby,Programming Game
laptop-mode-tools,laptop-mode-tools.desktop,Laptop Mode Tools Configuration,Laptop Mode Tools Configuration
late,late.desktop,Late,
latexdraw,latexdraw.desktop,LaTeXDraw,Vector graphics editor for PSTricks
latexila-data,org.gnome.latexila.desktop,LaTeXila,Integrated LaTeX Environment
latte-dock,org.kde.latte-dock.desktop,Latte,Dock
lazarus-ide-2.0,lazarus-2.0.10.desktop,Lazarus (2.0.10),
lazpaint-gtk2,lazpaint.desktop,LazPaint,LazPaint
lazpaint-qt5,lazpaint.desktop,LazPaint,LazPaint
lbreakout2,lbreakout2.desktop,LBreakout2,
le,le.desktop,le,
lebiniou,net.biniou.LeBiniou.desktop,Le Biniou,Le Biniou
leocad,leocad.desktop,LeoCAD,
lepton-eda,lepton-attrib.desktop,Lepton EDA Attribute Editor,lepton-attrib
lepton-eda,lepton-schematic.desktop,Lepton EDA Schematic Editor,lepton-schematic
lftp,lftp.desktop,lftp,
lgeneral,lgeneral.desktop,LGeneral,
libcamitk-dev,camitk-wizard.desktop,CamiTK-wizard,Computer Assisted Medical Intervention ToolKit Wizard
libelementary-bin,elementary_config.desktop,Elementary Configuration,
libelementary-bin,elementary_perf.desktop,Elementary Perf,
libelementary-bin,elementary_test.desktop,Elementary Test,
libfm-tools,libfm-pref-apps.desktop,Preferred Applications,
libfm-tools,lxshortcut.desktop,Shortcut Editor,
librecad,librecad.desktop,LibreCAD,CAD system
libreoffice-base,libreoffice-base.desktop,LibreOffice Base,Database Development
libreoffice-calc,libreoffice-calc.desktop,LibreOffice Calc,Spreadsheet
libreoffice-common,libreoffice-startcenter.desktop,LibreOffice,Office
libreoffice-common,libreoffice-xsltfilter.desktop,LibreOffice XSLT based filters,XSLT based filters
libreoffice-draw,libreoffice-draw.desktop,LibreOffice Draw,Drawing Program
libreoffice-impress,libreoffice-impress.desktop,LibreOffice Impress,Presentation
libreoffice-math,libreoffice-math.desktop,LibreOffice Math,Formula Editor
libreoffice-writer,libreoffice-writer.desktop,LibreOffice Writer,Word Processor
libts-bin,org.tslib.ts_calibrate.desktop,ts_calibrate,
libts-bin,org.tslib.ts_test_mt.desktop,ts_test_mt,
libxfce4ui-utils,xfce4-about.desktop,About Xfce,
lierolibre,lierolibre.desktop,lierolibre,
lifeograph,net.sourceforge.Lifeograph.desktop,Lifeograph,Diary
liferea,net.sourceforge.liferea.desktop,Liferea,Feed Reader
lightdm-gtk-greeter-settings,lightdm-gtk-greeter-settings.desktop,LightDM GTK+ Greeter settings,
lightdm-settings,lightdm-settings.desktop,Login Window,
lightsoff,org.gnome.LightsOff.desktop,Lights Off,
lightspeed,lightspeed.desktop,Light Speed,
limesuite,lime-suite.desktop,LimeSuite GUI,
lincity,lincity.desktop,Lincity,City Simulation Game
lincity-ng,lincity-ng.desktop,Lincity-NG,City Simulation Game
lingot,org.nongnu.lingot.desktop,Lingot,Musical instrument tuner
links2,links2.desktop,Links 2,
linphone-desktop,linphone.desktop,Linphone,SIP Phone
linssid,linssid.desktop,LinSSID,
linux-show-player,linux-show-player.desktop,Linux Show Player,
lios,Lios.desktop,Lios,
lios,Tesseract-Trainer.desktop,Tesseract-Trainer,
liquidwar,liquidwar.desktop,Liquid War,
litecoin-qt,litecoin-qt.desktop,Litecoin,
littlewizard,littlewizard.desktop,Little Wizard,Development environment
