year of latest upload (to sid),source package (in bookworm)
2018,robert-hooke
2018,robustirc-bridge
2018,rtmpdump
2018,ruby-after-commit-queue
2018,ruby-ascii85
2018,ruby-aws
2018,ruby-base62
2018,ruby-beautify
2018,ruby-cucumber-wire
2018,ruby-device-detector
2018,ruby-em-websocket
2018,ruby-encryptor
2018,ruby-fog-json
2018,ruby-gitlab-flowdock-git-hook
2018,ruby-god
2018,ruby-graphiql-rails
2018,ruby-logging
2018,ruby-maruku
2018,ruby-minitest-around
2018,ruby-molinillo
2018,ruby-omniauth-authentiq
2018,ruby-powerpack
2018,ruby-rblineprof
2018,ruby-redis-rails
2018,ruby-riot
2018,ruby-rjb
2018,ruby-solve
2018,ruby-state-machines
2018,ruby-thread-safe
2018,ruby-webpack-rails
2018,rust-atlatl
2018,rust-build-const
2018,rust-byte-tools
2018,rust-cloudabi
2018,rust-commoncrypto
2018,rust-commoncrypto-sys
2018,rust-data-url
2018,rust-discard
2018,rust-encoding
2018,rust-encoding-index-japanese
2018,rust-encoding-index-korean
2018,rust-encoding-index-simpchinese
2018,rust-encoding-index-singlebyte
2018,rust-encoding-index-tradchinese
2018,rust-enum-primitive
2018,rust-fake-simd
2018,rust-fs2
2018,rust-fuchsia-zircon
2018,rust-fuchsia-zircon-sys
2018,rust-fxhash
2018,rust-heapsize
2018,rust-hyphenation
2018,rust-hyphenation-commons
2018,rust-iovec
2018,rust-is-match
2018,rust-keccak
2018,rust-libudev-sys
2018,rust-locale
2018,rust-lua52-sys
2018,rust-mac
2018,rust-macro-attr
2018,rust-matches
2018,rust-memmap
2018,rust-mio-uds
2018,rust-natord
2018,rust-nodrop
2018,rust-openssl-probe
2018,rust-peeking-take-while
2018,rust-plain
2018,rust-pocket-resources
2018,rust-podio
2018,rust-precomputed-hash
2018,rust-procedural-masquerade
2018,rust-reduce
2018,rust-rustc-serialize
2018,rust-rustc-std-workspace-core
2018,rust-rustc-workspace-hack
2018,rust-scoped-threadpool
2018,rust-semver-parser-0.7
2018,rust-separator
2018,rust-shellwords
2018,rust-stringprep
2018,rust-take
2018,rust-term-grid
2018,rust-term-size
2018,rust-thin-slice
2018,rust-try-lock
2018,rust-unreachable
2018,rust-vec-map
2018,rust-void
2018,rust-winapi-build
2018,rust-winapi-i686-pc-windows-gnu
2018,rust-winapi-x86-64-pc-windows-gnu
2018,rust-wincolor
2018,rust-yaml
2018,s390-sysconfig-writer
2018,salt-pepper
2018,sash
2018,sat4j
2018,saxonb
2018,sbt-serialization
2018,sbt-template-resolver
2018,sbt-test-interface
2018,scala-asm
2018,scala-pickling
2018,scim-anthy
2018,scopt
2018,scout-clojure
2018,sdl-net1.2
2018,sdl-sound1.2
2018,sdlpango
2018,secpanel
2018,seq-gen
2018,sezpoz
2018,sfarkxtc
2018,shellex
2018,shellinabox
2018,shine
2018,similarity-tester
2018,simplemde-markdown-editor
2018,simstring
2018,sisl
2018,sisu-markup-samples
2018,sitemesh
2018,slicot
2018,smarty-validate
2018,smpq
2018,sn
2018,sombok
2018,splix
2018,spock
2018,spooles
2018,sql-ledger
2018,sqlcl-package
2018,sqldeveloper-package
2018,sqlline
2018,squareness
2018,ssh-agent-filter
2018,starplot
2018,startup-notification
2018,stax-ex
2018,stencil-clojure
2018,stormlib
2018,stylebook
2018,subuser
2018,suck
2018,surf-display
2018,sympathy
2018,tack
2018,tamil-gtk2im
2018,tandem-mass
2018,tclex
2018,tcplay
2018,tempest-for-eliza
2018,testng
2018,tetgen
2018,ticgit
2018,timemon.app
2018,tk707
2018,tkdesk
2018,tkdnd
2018,tkpng
2018,tktreectrl
2018,todotxt-cli
2018,triod-postnaja
2018,triplea
2018,trove
2018,trove3
2018,ttylog
2018,twm
2018,tycho2
2018,tz-converter
2018,ucimf-openvanilla
2018,uctodata
2018,uncommons-maths
2018,unittest++
2018,unsafe-mock
2018,usb-discover
2018,usemod-wiki
2018,user-agent-utils
2018,uvccapture
2018,vbackup
2018,vecmath
2018,vgrabbj
2018,videotrans
2018,vim-lastplace
2018,vprerex
2018,w2do
2018,wait-for-it
2018,wcalc
2018,whowatch
2018,witalian
2018,wmcpuload
2018,wpan-tools
2018,wrapperfactory.app
2018,xcb-util-wm
2018,xcircuit
2018,xcursor-themes
2018,xcwd
2018,xf86-input-multitouch
2018,xfonts-naga10
2018,xfonts-utils
2018,xgalaga++
2018,xloadimage
2018,xml-maven-plugin
2018,xmlindent
2018,xmlto
2018,xplot-xplot.org
2018,xserver-xorg-input-mouse
2018,xserver-xorg-video-mga
2018,xtrs
2018,xtv
2018,xymonq
2018,yahtzeesharp
2018,ykclient
2018,z88
2018,zec
2018,zerofree
2018,zfs-auto-snapshot
2019,2048-qt
2019,a52dec
2019,abcde
2019,acheck-rules
2019,adonthell-data
2019,afterburner.fx
2019,aglfn
2019,ahcpd
2019,air-quality-sensor
2019,alsaequal
2019,ambdec
2019,amule-emc
2019,android-platform-external-nist-sip
2019,anthy
2019,apache-mime4j
2019,apophenia
2019,aptfs
2019,arc-gui-clients
2019,arden
2019,argparse-manpage
2019,arpack++
2019,aspectj-maven-plugin
2019,astropy-sphinx-theme
2019,auralquiz
2019,autossh
2019,basket
2019,bbdb
2019,bbtime
2019,blackbox-themes
2019,blazeblogger
2019,blimps
2019,blktool
2019,blktrace
2019,blockout2
2019,boogie
2019,boohu
2019,brickos
2019,brutefir
2019,bsd-finger
2019,bsh
2019,butteraugli
2019,bzr
2019,bzr-builddeb
2019,bzr-email
2019,bzr-fastimport
2019,bzr-git
2019,bzr-stats
2019,bzr-upload
2019,bzrtools
2019,campania
2019,carrotsearch-hppc
2019,casacore-data
2019,cbatticon
2019,cdargs
2019,cdiff
2019,cgvg
2019,chameleon-cursor-theme
2019,chaosread
2019,chasen
2019,cl-xmls
2019,clear-sans
2019,clearsilver
2019,clipf
2019,clthreads
2019,cmake-vala
2019,coco-doc
2019,codecgraph
2019,collectl
2019,commons-email
2019,compile-command-annotations
2019,compress-lzf
2019,connman-ui
2019,conservation-code
2019,console-common
2019,construct.legacy
2019,context-nonfree
2019,conversant-disruptor
2019,corekeeper
2019,cpptasks
2019,cpptest
2019,crazywa
2019,cronolog
2019,crrcsim
2019,cssc
2019,cstocs
2019,cyrus-imspd
2019,dact
2019,dante
2019,dares
2019,darknet
2019,dd2
2019,debian-electronics
2019,debianbuttons
2019,dh-dlang
2019,dhcpd-pools
2019,dhcpoptinj
2019,dimbl
2019,dir2ogg
2019,dispmua
2019,dissononce
2019,django-shortuuidfield
2019,django-tastypie
2019,django-testproject
2019,dlint
2019,dmalloc
2019,dmtx-utils
2019,dnaclust
2019,dnssecjava
2019,doc-central
2019,docker-pycreds
2019,doctorj
2019,drc
2019,dtach
2019,dvorak7min
2019,dvtm
2019,easybind
2019,ecj
2019,eglexternalplatform
2019,einstein
2019,elki
2019,embassy-domsearch
2019,emms
2019,ergo
2019,erlang-bbmustache
2019,erlang-metrics
2019,erlang-mimerl
2019,eso-pipelines
2019,essays1743
2019,eweouz
2019,exiftags
2019,expeyes-doc
2019,faac
2019,facedetect
2019,fcitx-cloudpinyin
2019,festvox-ca-ona-hts
2019,festvox-czech-dita
2019,festvox-czech-krb
2019,festvox-czech-machac
2019,festvox-czech-ph
2019,ffe
2019,ffproxy
2019,fiche
2019,fitscut
2019,flake
2019,fldiff
2019,fondu
2019,fontchooser
2019,fontcustom
2019,fonts-allerta
2019,fonts-arphic-bsmi00lp
2019,fonts-arphic-gbsn00lp
2019,fonts-arphic-ukai
2019,fonts-arphic-uming
2019,fonts-b612
2019,fonts-bebas-neue
2019,fonts-blankenburg
2019,fonts-breip
2019,fonts-cabin
2019,fonts-comfortaa
2019,fonts-courier-prime
2019,fonts-dejima-mincho
2019,fonts-elusive-icons
2019,fonts-hack
2019,fonts-kacst-one
2019,fonts-kouzan-mouhitsu
2019,fonts-lemonada
2019,fonts-lindenhill
2019,fonts-motoya-l-cedar
2019,fonts-motoya-l-maruberi
2019,fonts-nanum-eco
2019,fonts-naver-d2coding
2019,fonts-ocr-a
2019,fonts-prociono
2019,fonts-roboto
2019,fonts-roboto-slab
2019,fonts-sil-mingzat
2019,fonts-sil-taiheritagepro
2019,fonts-takao
2019,foremancli
2019,fortunate.app
2019,fortunes-pl
2019,freealut
2019,freedink-data
2019,freeplane
2019,fsmark
2019,fspanel
2019,funnyboat
2019,fuse-zip
2019,fwupdate
2019,fzy
2019,gamin
2019,gamine
2019,garlic
2019,gausssum
2019,gcpegg
2019,genromfs
2019,gertty
2019,gforth
2019,gitmagic
2019,gjacktransport
2019,gman
2019,gnuplot-iostream
2019,golang-collectd
2019,golang-gitaly-proto
2019,golang-github-antchfx-xpath
2019,golang-github-armon-go-proxyproto
2019,golang-github-avast-retry-go
2019,golang-github-cloudfoundry-jibber-jabber
2019,golang-github-cockroachdb-apd
2019,golang-github-denverdino-aliyungo
2019,golang-github-dghubble-sling
2019,golang-github-dgryski-go-bits
2019,golang-github-elazarl-goproxy
2019,golang-github-emirpasic-gods
2019,golang-github-fernet-fernet-go
2019,golang-github-flynn-json5
2019,golang-github-gcla-deep
2019,golang-github-google-btree
2019,golang-github-graylog2-go-gelf
2019,golang-github-hashicorp-go-discover
2019,golang-github-hashicorp-go-msgpack
2019,golang-github-hawkular-hawkular-client-go
2019,golang-github-heroku-rollrus
2019,golang-github-influxdb-enterprise-client
2019,golang-github-integrii-flaggy
2019,golang-github-jacobsa-ogletest
2019,golang-github-jamesclonk-vultr
2019,golang-github-jeffail-gabs
2019,golang-github-jefferai-jsonx
2019,golang-github-jinzhu-inflection
2019,golang-github-jtacoma-uritemplates
2019,golang-github-jtolds-gls
2019,golang-github-jwilder-encoding
2019,golang-github-kimor79-gollectd
2019,golang-github-klauspost-crc32
2019,golang-github-kr-binarydist
2019,golang-github-mitchellh-go-homedir
2019,golang-github-nytimes-gziphandler
2019,golang-github-oklog-ulid
2019,golang-github-paulbellamy-ratecounter
2019,golang-github-ryanuber-go-glob
2019,golang-github-seandolphin-bqschema
2019,golang-github-shiena-ansicolor
2019,golang-github-shopify-sarama
2019,golang-github-smartystreets-go-aws-auth
2019,golang-github-smartystreets-goconvey
2019,golang-github-tevino-abool
2019,golang-github-xlab-treeprint
2019,golang-github-ziutek-mymysql
2019,golang-gopkg-olivere-elastic.v5
2019,golang-gopkg-src-d-go-billy.v4
2019,gpaw-setups
2019,gphoto2-cffi
2019,gral
2019,gst-plugins-rtp
2019,gtk2-engines-murrine
2019,gtkmm2.4
2019,gtksourceview3
2019,gv
2019,gvb
2019,hardening-runtime
2019,hd-idle
2019,hdrhistogram
2019,helm-org
2019,hepmc3
2019,hidapi-cffi
2019,hiera-py
2019,hikaricp
2019,hyphen
2019,ibus-table-extraphrase
2019,ifmetric
2019,imageindex
2019,inhomog
2019,inoticoming
2019,io-stringy
2019,ipgrab
2019,itango
2019,ivykis
2019,jack-delay
2019,jackd-defaults
2019,jam
2019,jam-lib
2019,jarjar-maven-plugin
2019,java3ds-fileloader
2019,jaxb2-maven-plugin
2019,jep
2019,jlapack
2019,jmdns
2019,jnoisemeter
2019,joptsimple
2019,jpegjudge
2019,jquery
2019,jsamp
2019,jumpnbump-levels
2019,jxgrabkey
2019,kamcli
2019,keyringer
2019,knowthelist
2019,krank
2019,kxl
2019,lablie
2019,landslide
2019,lcd4linux
2019,leela-zero
2019,leveldb-sharp
2019,libabw
2019,libad9361
2019,libapache2-mod-auth-cas
2019,libapache2-mod-auth-pubtkt
2019,libapache2-mod-auth-tkt
2019,libapache2-mod-authn-yolo
2019,libapp-nopaste-perl
2019,libarchive-any-perl
2019,libb2
2019,libbio-db-ace-perl
2019,libbio-db-refseq-perl
2019,libbio-graphics-perl
2019,libbio-searchio-hmmer-perl
2019,libbtbb
2019,libbultitude-clojure
2019,libcache-memcached-managed-perl
2019,libcangjie
2019,libcdio-paranoia
2019,libcdk5
2019,libcds-moc-java
2019,libchado-perl
2019,libcidr
2019,libclass-methodmaker-perl
2019,libconvert-units-perl
2019,libdaemon-control-perl
2019,libdata-methodproxy-perl
2019,libdata-page-perl
2019,libdata-types-perl
2019,libdata-url-java
2019,libdate-range-perl
2019,libdbusmenu-qt
2019,libdivide
2019,libdvbpsi
2019,libfile-next-perl
2019,libg15
2019,libgctp
2019,libgdsii
2019,libgraphics-colornames-www-perl
2019,libhat-trie
2019,libhtml-formfu-perl
2019,libiconloader-java
2019,libid3tag
2019,libirman
2019,libjava-jdbc-clojure
2019,libjs-jquery-center
2019,libjsr305-java
2019,libjstun-java
2019,libjtds-java
2019,libkate
2019,libkeyword-simple-perl
2019,libkmlframework-java
2019,libload-perl
2019,liblog-dispatch-dir-perl
2019,libmailtools-perl
2019,libmaxmind-db-reader-perl
2019,libmetadata-extractor-java
2019,libmoosex-daemonize-perl
2019,libmoosex-mungehas-perl
2019,libmpc
2019,libmrss
2019,libmusicbrainz-discid-perl
2019,libnet-frame-layer-icmpv6-perl
2019,liboptions-java
2019,liboro-java
2019,libpam-ccreds
2019,libpam-freerdp2
2019,libpam-x2go
2019,libplack-middleware-logerrors-perl
2019,libpoe-component-server-jsonrpc-perl
2019,libpthread-stubs
2019,libpuzzle
2019,libradsec
2019,librdf-query-client-perl
2019,libretro-beetle-pce-fast
2019,libretro-beetle-psx
2019,libretro-beetle-vb
2019,libretro-beetle-wswan
2019,libretro-desmume
2019,libsm
2019,libsnl
2019,libspatialaudio
2019,libss7
2019,libstrictures-perl
2019,libt3config
2019,libt3highlight
2019,libt3key
2019,libt3widget
2019,libt3window
2019,libtar
2019,libtcd
2019,libterm-clui-perl
2019,libtermkey
2019,libterralib
2019,libtest-corpus-audio-mpd-perl
2019,libtest-www-mechanize-catalyst-perl
2019,libtext-autoformat-perl
2019,libtext-wrapi18n-perl
2019,libthread-serialize-perl
2019,libtorrent
2019,libtrove-intellij-java
2019,libunicode-linebreak-perl
2019,libusb-libusb-perl
2019,libvisio
2019,libvldocking-java
2019,libx11-keyboard-perl
2019,libx11-protocol-other-perl
2019,libxml-struct-perl
2019,libxmpcore-java
2019,libzeus-jscl-java
2019,light-locker
2019,lightbeam
2019,lintex
2019,linux-minidisc
2019,liwc
2019,lltdscan
2019,longrun
2019,lua-compat53
2019,lua-json
2019,lua-messagepack
2019,lua-nginx-kafka
2019,lusernet.app
2019,lv2proc
2019,lyskom-server
2019,lz4json
2019,mac-widgets
2019,magic-wormhole-transit-relay
2019,matanza
2019,maven-replacer-plugin
2019,mcpp
2019,members
2019,mercurial-crecord
2019,meta-gnustep
2019,metar
2019,metrohash
2019,microbegps
2019,midisnoop
2019,mina
2019,miredo
2019,modello
2019,modello-maven-plugin
2019,mojarra
2019,mokomaze
2019,mongo-java-driver
2019,moonshot-gss-eap
2019,morfologik-stemming
2019,mp4parser
2019,mpeg2dec
2019,mpfit
2019,mpj
2019,mseed2sac
2019,mueller
2019,multex-base
2019,munin-c
2019,mustang-plug
2019,mwc
2019,mysql-connector-c++
2019,nagzilla
2019,naturaldocs
2019,ndppd
2019,net-acct
2019,netlib-java
2019,netpipe
2019,ninix-aya
2019,nkf
2019,noblenote
2019,nocache
2019,node-log-driver
2019,node-plugin-error
2019,nosexcover
2019,note
2019,nsf
2019,nvidia-cg-toolkit
2019,nvidia-texture-tools
2019,oakleaf
2019,oauth-signpost
2019,omins
2019,opencollada
2019,openhft-chronicle-bytes
2019,openhft-chronicle-core
2019,openhft-chronicle-wire
2019,openhft-lang
2019,openpref
2019,openr2
2019,openscad-mcad
2019,opensta
2019,openstack-nose
2019,oss-preserve
2019,otpw
2019,overgod
2019,paexec
2019,palabos
2019,pangoterm
2019,pbzip2
2019,pcg-cpp
2019,pdfgrep
2019,pear-channels
2019,percol
2019,pgn-extract
2019,pgzero
2019,php-pclzip
2019,physlock
2019,piperka-client
2019,plexus-interpolation
2019,pluto-jpl-eph
2019,pmailq
2019,pmars
2019,png++
2019,png-sixlegs
2019,pngcrush
2019,posixtestsuite
2019,potrace
2019,pptp-linux
2019,preload
2019,protobuf2
2019,pslib
2019,ptask
2019,pth
2019,ptunnel-ng
2019,puppet-module-puppet-archive
2019,puredata-import
2019,pvrg-jpeg
2019,pwgen
2019,pxlib
2019,py-autopep8-el
2019,pydf
2019,pygeoip
2019,pyhunspell
2019,pykerberos
2019,pymia
2019,pyparallel
2019,pyroma
2019,pytest-salt
2019,pytest-sourceorder
2019,python-admesh
2019,python-augeas
2019,python-axolotl-curve25519
2019,python-biotools
2019,python-bip32utils
2019,python-braintree
2019,python-ck
2019,python-coards
2019,python-codegen
2019,python-cotyledon
2019,python-dib-utils
2019,python-django-adminsortable
2019,python-efilter
2019,python-enigma
2019,python-first
2019,python-flask-sockets
2019,python-flickrapi
2019,python-gnuplot
2019,python-gphoto2
2019,python-guess-language
2019,python-intervaltree
2019,python-jsonpath-rw-ext
2019,python-mimeparse
2019,python-multi-key-dict
2019,python-netfilter
2019,python-nmap
2019,python-nose-parameterized
2019,python-ofxhome
2019,python-pager
2019,python-phabricator
2019,python-phpserialize
2019,python-pynlpl
2019,python-pyqrcode
2019,python-pyramid-tm
2019,python-pyrss2gen
2019,python-pysolr
2019,python-q
2019,python-rednose
2019,python-repoze.who
2019,python-requests-kerberos
2019,python-requestsexceptions
2019,python-retrying
2019,python-setuptools-git
2019,python-spake2
2019,python-stringtemplate3
2019,python-ttystatus
2019,python-u2flib-server
2019,python-utmp
2019,python-whois
2019,python-xkcd
2019,python-zipstream
2019,qgo
2019,qjackrcd
2019,qonk
2019,qtchooser
2019,quadprog
2019,quicklisp
2019,r-cran-glasso
2019,r-cran-lazyeval
2019,r-cran-rann
2019,r-cran-sdmtools
2019,rabbitsign
2019,radium-compressor
2019,raspell
2019,ratpoison
2019,rawtran
2019,reapr
2019,regex-clojure
2019,rep-gtk
2019,ries
2019,roary
2019,rtorrent
2019,ruby-activerecord-explain-analyze
2019,ruby-akismet
2019,ruby-arel
2019,ruby-beefcake
2019,ruby-blade-qunit-adapter
2019,ruby-bootstrap-form
2019,ruby-cancancan
2019,ruby-chromedriver-helper
2019,ruby-classifier
2019,ruby-coffee-script-source
2019,ruby-cucumber-expressions
2019,ruby-data-uri
2019,ruby-debian
2019,ruby-devise-lastseenable
2019,ruby-diaspora-federation-json-schema
2019,ruby-diff-match-patch
2019,ruby-expression-parser
2019,ruby-file-tail
2019,ruby-fix-trinity-output
2019,ruby-fixwhich
2019,ruby-gravtastic
2019,ruby-hangouts-chat
2019,ruby-inline
2019,ruby-instantiator
2019,ruby-introspection
2019,ruby-iso
2019,ruby-jekyll-archives
2019,ruby-jekyll-gist
2019,ruby-jekyll-optional-front-matter
2019,ruby-jekyll-paginate
2019,ruby-jekyll-titles-from-headings
2019,ruby-jekyll-watch
2019,ruby-metriks
2019,ruby-mime
2019,ruby-mini-exiftool
2019,ruby-minitar
2019,ruby-model-tokenizer
2019,ruby-momentjs-rails
2019,ruby-murmurhash3
2019,ruby-peek
2019,ruby-poltergeist
2019,ruby-rack-openid
2019,ruby-retriable
2019,ruby-rspec-its
2019,ruby-seed-fu
2019,ruby-spider
2019,ruby-statistics
2019,ruby-threach
2019,ruby-to-regexp
2019,ruby-unicode-utils
2019,ruby-validate-url
2019,ruby-xpath
2019,rust-ansi-term
2019,rust-antidote
2019,rust-argon2rs
2019,rust-argparse
2019,rust-base32
2019,rust-box-drawing
2019,rust-c2-chacha
2019,rust-clicolors-control
2019,rust-content-inspector
2019,rust-crossbeam-0.3
2019,rust-crypto-hash
2019,rust-derive-new
2019,rust-diff
2019,rust-difference
2019,rust-directories-1
2019,rust-dogged
2019,rust-encode-unicode
2019,rust-endian-type
2019,rust-environment
2019,rust-epoll
2019,rust-euclid
2019,rust-euclid-0.19
2019,rust-fuchsia-cprng
2019,rust-gtk-rs-lgpl-docs
2019,rust-hash
2019,rust-hidapi-sys
2019,rust-ident-case
2019,rust-inflate
2019,rust-jemalloc-sys
2019,rust-libflate
2019,rust-line-wrap
2019,rust-lru-cache
2019,rust-lyon-path
2019,rust-lzw
2019,rust-maxminddb
2019,rust-mio-extras
2019,rust-mio-named-pipes
2019,rust-nitrokey-test
2019,rust-nom-4
2019,rust-num-derive
2019,rust-numtoa
2019,rust-ordermap
2019,rust-output-vt100
2019,rust-pbr
2019,rust-pledge
2019,rust-pool
2019,rust-rle-decode-fast
2019,rust-safemem
2019,rust-scopeguard-0.3
2019,rust-simplecss
2019,rust-slog
2019,rust-sourcefile
2019,rust-stdweb-derive
2019,rust-stdweb-internal-runtime
2019,rust-string-cache-shared
2019,rust-take-mut
2019,rust-unveil
2019,rust-utf8-ranges
2019,rust-winreg
2019,rust-winutil
2019,rust-xmlwriter
2019,rxp
2019,s4cmd
2019,sagenb-export
2019,samdump2
2019,sass-elisp
2019,saxonhe
2019,sbjson
2019,sciplot
2019,sdb
2019,seccure
2019,servlet-api
2019,sgf2dg
2019,shelldap
2019,shtool
2019,shutdown-qapps
2019,sigrok-firmware-fx2lafw
2019,simavr
2019,simple-obfs
2019,since
2019,sl
2019,slt
2019,snmpsim
2019,sockstat
2019,spandsp
2019,spectrum-roms
2019,splat
2019,sqwebmail-de
2019,ssss
2019,standardskriver
2019,stex
2019,stow
2019,stream-lib
2019,stretchplayer
2019,sunflow
2019,svn-load
2019,svn2git
2019,sweep
2019,sylfilter
2019,systemfixtures
2019,t-digest
2019,taglib-sharp
2019,tayga
2019,tcl-xmlrpc
2019,tclreadline
2019,tclx8.4
2019,tcptrace
2019,tcptraceroute
2019,tcs
2019,tea4cups
2019,telepathy-logger
2019,telepathy-spec
2019,tfortune
2019,tgl
2019,threeten-extra
2019,timingframework
2019,tkabber
2019,tkcvs
2019,tm-align
2019,tools-nrepl-clojure
2019,traverso
2019,tsung
2019,tweeny
2019,twolame
2019,ufo2otf
2019,ukui-menus
2019,unclutter
2019,unibetacode
2019,unoconv
2019,unrtf
2019,unworkable
2019,unyaffs
2019,usbtop
2019,uw-imap
2019,vacation
2019,vanessa-logger
2019,vdk2-tutorial
2019,versiontools
2019,videogen
2019,viewpdf.app
2019,vim-addon-manager
2019,virtualenv-clone
2019,virtualenvwrapper
2019,virtualenvwrapper-el
2019,vlan
2019,vo-aacenc
2019,vo-amrwbenc
2019,volumecontrol.app
2019,vte
2019,vtun
2019,vym
2019,wah-plugins
2019,warmux
2019,webassets
2019,whitedune
2019,wildmidi
2019,wm2
2019,wordplay
2019,worklog
2019,x2godesktopsharing
2019,xbill
2019,xcape
2019,xcompmgr
2019,xdo
2019,xdu
2019,xfonts-baekmuk
2019,xfonts-shinonome
2019,xkeycaps
2019,xmltoman
2019,xmlunit
2019,xmpi
2019,xsecurelock
2019,xsok
2019,xsoldier
2019,xsynth-dssi
2019,xteddy
2019,xtrace
2019,xwit
2019,xymon
2019,xzgv
2019,yamdi
2019,yp-svipc
2019,z8530-utils2
2019,zdbsp
2019,zfec
2019,zipper.app
2020,2vcard
2020,6tunnel
2020,9menu
2020,abacas
2020,abind
2020,ace-link
2020,ace-popup-menu
2020,ace-window
2020,acpi-override
2020,actiona
2020,adns
2020,adplug
2020,adun.app
2020,affiche
2020,agg
2020,aggressive-indent-mode
2020,airlift-airline
2020,akuma
2020,ale
2020,alevt
2020,alienblaster
2020,altermime
2020,amap-align
2020,amtterm
2020,anarchism
2020,android-platform-external-jsilver
2020,android-platform-external-libunwind
2020,android-platform-frameworks-native
2020,android-platform-libcore
2020,android-platform-tools-analytics-library
2020,android-sdk-helper
2020,ant-contrib
2020,antimony
2020,antiword
2020,aobook
2020,apcupsd
2020,apertium-ind-zlm
2020,apertium-streamparser
2020,apiwrap-el
2020,apk-parser
2020,apt-move
2020,aqemu
2020,arpys
